Model_Name,Product_Line,Segment,CPU_Vendor,CPU_Model,CPU_Generation,GPU_Type,GPU_Name,GPU_VRAM_GB,RAM_GB,Storage_GB,Screen_Size_Inches,Screen_Panel_Type,Screen_Refresh_Rate_Hz,Screen_Touch,Battery_Whr,Price_VND
Inspiron 3509,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,54,15590000
Inspiron 7291,Inspiron,Consumer,Intel,Core Ultra 7,Ultra,Integrated,Intel Iris Xe,0,8,512,15.6,IPS,60,Yes,41,21280000
Inspiron 5654,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,41,16110000
Inspiron 3530,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,512,15.6,IPS,60,No,54,22940000
Inspiron 7851,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,165,No,54,17140000
Inspiron 7656,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,41,16170000
Vostro 7507,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,17.3,Standard,60,Yes,54,18620000
Inspiron 7268,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,512,14,Standard,60,No,54,17960000
Inspiron 3732,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,41,12320000
Inspiron 5877,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,IPS,120,No,64,17810000
Inspiron 5847,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,15510000
Inspiron 5643,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,41,14950000
Inspiron 7474,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,54,17610000
G15 6590,G Series,Gaming,Intel,Core Ultra 5,Ultra,Dedicated,NVIDIA RTX 4050,6,16,2000,14,Standard,120,No,54,44470000
Latitude 9038,Latitude,Business/Ultrabook,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,32,1000,15.6,Standard,60,Yes,41,30090000
Inspiron 3428,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,16760000
XPS 1396,XPS,Ultrabook/Premium,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,6,16,512,13.3,IPS,60,No,54,44330000
Vostro 3465,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,41,14240000
Vostro 7141,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,41,16630000
Inspiron 3882,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,54,17940000
Inspiron 3852,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,512,13.3,Standard,60,No,54,14860000
Inspiron 7120,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,41,17050000
G15 6395,G Series,Gaming,Intel,Core i5,12,Dedicated,NVIDIA RTX 3060,6,16,512,14,Standard,165,No,64,38400000
Alienware m16 2794,Alienware,Gaming,AMD,Ryzen 5,7000,Dedicated,AMD Radeon RX 6500M,4,16,1000,16,IPS,144,No,70,54810000
Inspiron 5547,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,41,15910000
Inspiron 3851,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,41,17420000
Inspiron 7668,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,14,Standard,60,No,54,13900000
XPS 1379,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,1000,13.3,OLED,60,No,54,36650000
Vostro 3480,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,14,Standard,60,No,54,15730000
Vostro 3391,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,13.3,IPS,60,No,54,17150000
Vostro 5477,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,Yes,54,19930000
Inspiron 5801,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,IPS,60,No,54,17710000
Inspiron 7367,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,IPS,60,Yes,41,19840000
Vostro 7200,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,54,18750000
Inspiron 5769,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,90,No,54,15850000
Inspiron 5864,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,41,17280000
Alienware m16 7003,Alienware,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 4050,6,32,1000,16,IPS,165,No,64,60000000
Latitude 5088,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,IPS,90,No,70,28740000
Vostro 7316,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,16,IPS,60,No,41,14610000
Vostro 5790,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,13.3,IPS,60,No,41,19320000
Vostro 7324,Vostro,Business,Intel,Core i5,12,Dedicated,NVIDIA RTX 3050,6,32,256,14,Standard,60,No,54,24780000
G15 6963,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3060,6,16,512,13.3,Standard,120,No,80,40820000
Inspiron 5838,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,60,16660000
Inspiron 3943,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,15340000
Inspiron 3388,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,54,14340000
Vostro 3806,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,1000,14,Standard,60,No,54,15990000
Inspiron 7474,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,1000,15.6,IPS,60,No,41,19510000
Inspiron 3364,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,16980000
Inspiron 3615,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,41,18150000
Inspiron 3516,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,64,17230000
G15 7486,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3060,6,16,1000,14,IPS,120,No,64,41500000
Inspiron 5690,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,1000,14,IPS,60,No,60,20670000
Inspiron 7602,Inspiron,Consumer,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 3060,6,8,512,14,Standard,165,No,41,24920000
XPS 1383,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,13.3,IPS,60,No,70,33720000
Inspiron 5544,Inspiron,Consumer,AMD,Ryzen 3,7000,Dedicated,NVIDIA RTX 4050,6,16,256,14,IPS,120,No,41,24550000
Inspiron 7131,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,16260000
Inspiron 5398,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,54,12250000
Inspiron 3581,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,13.3,Standard,60,No,41,15800000
Inspiron 7166,Inspiron,Consumer,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,54,20420000
Inspiron 5335,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,13.3,IPS,60,Yes,80,20730000
Vostro 3529,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,14,Standard,60,No,41,14780000
Vostro 5421,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,70,15270000
G15 9138,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3060,6,32,512,14,IPS,144,No,60,41310000
Vostro 7618,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,16,IPS,60,No,54,16210000
XPS 1357,XPS,Ultrabook/Premium,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,1000,13.3,IPS,60,No,64,36600000
Vostro 5979,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,14,Standard,60,No,41,15200000
Vostro 3348,Vostro,Business,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,512,14,IPS,60,No,54,23140000
Inspiron 7681,Inspiron,Consumer,Intel,Core i7,13,Dedicated,NVIDIA RTX 3050,6,8,512,15.6,Standard,60,Yes,54,23300000
Inspiron 3506,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,120,No,60,14390000
Alienware m16 9587,Alienware,Gaming,Intel,Core i7,14,Dedicated,NVIDIA RTX 3050,6,16,512,15.6,IPS,120,No,41,59440000
Inspiron 3925,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,2000,14,IPS,60,Yes,54,19400000
G15 9318,G Series,Gaming,Intel,Core i7,12,Dedicated,NVIDIA RTX 4050,6,16,1000,14,Standard,144,No,60,40800000
Vostro 7210,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,14,IPS,60,No,41,17770000
Vostro 7525,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,14,IPS,60,No,41,18890000
G15 6087,G Series,Gaming,AMD,Ryzen 3,7000,Dedicated,Intel Arc A370M,4,16,1000,14,OLED,120,No,41,31450000
G15 5447,G Series,Gaming,Intel,Core i7,12,Dedicated,NVIDIA RTX 3050,4,16,1000,15.6,Standard,90,No,41,38660000
Vostro 3768,Vostro,Business,AMD,Ryzen 5,7000,Dedicated,NVIDIA MX550,2,8,256,14,IPS,120,No,54,20620000
Vostro 5264,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,14,IPS,60,No,41,17610000
Vostro 3701,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,Yes,54,21020000
Vostro 5873,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,1000,15.6,Standard,60,No,60,16560000
G16 6357,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,4,16,512,16,IPS,120,No,41,37090000
Vostro 7123,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,90,No,54,17810000
G15 3981,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 4050,6,16,1000,14,IPS,120,No,64,41230000
Inspiron 5183,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,60,17260000
Vostro 5992,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,90,No,54,18810000
Alienware m16 9741,Alienware,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,4,16,512,15.6,IPS,165,No,70,55400000
Vostro 7831,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,54,18650000
Inspiron 5512,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,41,18120000
Inspiron 3566,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,60,15520000
Vostro 7420,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,14180000
Inspiron 7524,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,1000,13.3,Standard,60,No,60,15680000
Alienware m16 2677,Alienware,Gaming,Intel,Core i7,13,Dedicated,NVIDIA RTX 3050,4,16,1000,15.6,IPS,165,No,64,59910000
Inspiron 5648,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,60,16770000
Vostro 7630,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,90,No,41,17870000
Inspiron 3244,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,17.3,OLED,60,No,54,18880000
G15 5738,G Series,Gaming,Intel,Core i5,14,Dedicated,AMD Radeon RX 6500M,4,32,512,17.3,IPS,120,No,54,35770000
Inspiron 5844,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,54,17710000
Inspiron 7419,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,90,No,54,13700000
Latitude 5011,Latitude,Business/Ultrabook,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,Yes,64,34270000
Vostro 7816,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,14,IPS,60,No,54,14260000
G15 5257,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3060,6,16,512,15.6,IPS,120,No,64,40230000
Inspiron 7666,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,512,14,IPS,60,Yes,80,13990000
Inspiron 3863,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,60,No,54,11980000
Latitude 3037,Latitude,Business/Ultrabook,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,256,14,OLED,60,No,41,27260000
G16 4052,G Series,Gaming,Intel,Core i5,12,Dedicated,NVIDIA RTX 3060,6,16,256,16,Standard,165,Yes,41,38550000
Inspiron 7154,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,54,20140000
Vostro 7182,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,15.6,Standard,60,No,60,20240000
Vostro 5430,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,13.3,Standard,60,No,54,18630000
Vostro 7851,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,60,No,41,17570000
Inspiron 3221,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,32,256,16,Standard,60,No,41,17890000
Inspiron 3494,Inspiron,Consumer,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,64,23620000
Vostro 3302,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,120,No,41,14350000
Inspiron 5633,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,2000,13.3,Standard,60,No,54,15870000
Inspiron 3917,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,41,16530000
Vostro 3620,Vostro,Business,Intel,Core i3,14,Dedicated,NVIDIA RTX 3060,6,16,512,15.6,IPS,60,No,54,23570000
Inspiron 5373,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,Yes,54,21990000
Vostro 3275,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,16,Standard,60,No,41,19040000
Inspiron 7647,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,41,14980000
Latitude 7092,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,32,512,14,Standard,60,No,60,28790000
Inspiron 3301,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,13420000
Vostro 3188,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,12810000
G15 7752,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3060,6,16,256,15.6,Standard,120,No,60,35620000
Vostro 5535,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,90,No,41,18580000
G15 1134,G Series,Gaming,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,32,1000,15.6,Standard,120,No,54,32530000
XPS 1448,XPS,Ultrabook/Premium,Intel,Core Ultra 7,Ultra,Integrated,Intel Iris Xe,0,32,1000,14,OLED,90,No,60,44110000
Inspiron 5534,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,IPS,60,No,54,20140000
Inspiron 3761,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,60,Yes,54,15760000
Inspiron 3942,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,90,Yes,41,16680000
Vostro 3509,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,13.3,IPS,60,No,54,13780000
Inspiron 3787,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,54,17890000
Inspiron 3572,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,60,15580000
Latitude 5092,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,1000,13.3,IPS,60,No,60,33150000
Vostro 5430,Vostro,Business,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,Yes,54,22550000
Vostro 3186,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,14,Standard,60,No,54,15700000
Inspiron 5644,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,41,17180000
Vostro 5636,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,16,Standard,60,No,41,16710000
Vostro 5653,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,IPS,60,No,54,15640000
Inspiron 7172,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,60,No,54,20480000
Inspiron 3376,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,54,17400000
Inspiron 7834,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,2000,13.3,IPS,60,Yes,54,17260000
Vostro 3892,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,512,13.3,Standard,60,No,54,19790000
Vostro 7656,Vostro,Business,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,41,14770000
Inspiron 5854,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,17.3,IPS,60,No,54,14080000
XPS 1451,XPS,Ultrabook/Premium,Intel,Core i5,14,Integrated,Intel Iris Xe,0,32,1000,14,IPS,60,No,60,38330000
XPS 1554,XPS,Ultrabook/Premium,AMD,Ryzen 5,6000,Dedicated,AMD Radeon RX 7600S,8,32,1000,15.6,IPS,60,No,41,43970000
Vostro 5444,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,14,IPS,90,Yes,41,14680000
Inspiron 3712,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,54,14000000
Inspiron 3600,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,13.3,IPS,60,No,54,15350000
Inspiron 3689,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,256,15.6,IPS,60,No,41,15940000
Inspiron 3248,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,16,Standard,60,No,64,14560000
Inspiron 7204,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,14,Standard,120,No,54,17660000
Inspiron 3531,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,41,16600000
Inspiron 3554,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,90,No,54,16420000
Vostro 3138,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,41,15260000
Vostro 3800,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,60,No,41,16070000
Inspiron 5211,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,2000,14,Standard,60,No,41,17660000
Inspiron 5945,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,32,256,14,IPS,60,No,41,20650000
Inspiron 5358,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,41,12790000
Inspiron 3126,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,13.3,IPS,90,No,41,16230000
Inspiron 5593,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,16190000
Vostro 5379,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,1000,15.6,IPS,60,No,54,16010000
XPS 1499,XPS,Ultrabook/Premium,AMD,Ryzen 7,6000,Dedicated,NVIDIA RTX 4060,8,16,1000,14,IPS,60,No,41,51690000
Latitude 3011,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,IPS,60,No,64,25880000
Vostro 5472,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,54,16920000
Inspiron 7586,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,16,Standard,120,No,54,13960000
XPS 1378,XPS,Ultrabook/Premium,Intel,Core i7,13,Dedicated,Intel Arc A370M,4,32,1000,13.3,IPS,120,Yes,60,45960000
Inspiron 3913,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,15700000
Vostro 7858,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,Yes,41,19740000
Inspiron 3498,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,54,15180000
Inspiron 5450,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,41,14610000
Inspiron 3635,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,IPS,60,No,41,16250000
Inspiron 5847,Inspiron,Consumer,AMD,Ryzen 3,5000,Dedicated,NVIDIA RTX 4050,6,32,256,13.3,IPS,60,No,64,22610000
Latitude 9052,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,1000,16,IPS,60,No,64,32860000
Inspiron 7629,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,Standard,60,No,41,15390000
XPS 1647,XPS,Ultrabook/Premium,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,1000,16,OLED,60,No,60,38090000
Vostro 7624,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,13250000
Inspiron 3610,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,13.3,Standard,60,No,54,13940000
Inspiron 7806,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,54,16260000
Vostro 7873,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,13.3,IPS,60,No,41,17080000
Inspiron 3759,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,60,Yes,41,15420000
Alienware m16 5646,Alienware,Gaming,AMD,Ryzen 7,7000,Dedicated,AMD Radeon RX 7600S,8,16,2000,15.6,IPS,165,No,60,60000000
XPS 1642,XPS,Ultrabook/Premium,Intel,Core i7,13,Dedicated,NVIDIA RTX 4050,6,16,512,16,OLED,90,Yes,64,52870000
Alienware m16 1855,Alienware,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,6,32,512,15.6,IPS,90,No,41,60000000
Inspiron 3994,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,1000,15.6,IPS,60,No,54,17550000
Vostro 7150,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,IPS,60,No,54,19950000
Inspiron 7354,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,13240000
Vostro 3418,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,32,256,16,Standard,60,No,54,19000000
Inspiron 3826,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,17630000
Vostro 7322,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,17.3,Standard,60,No,54,14780000
Vostro 3688,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,13.3,IPS,60,No,54,15170000
XPS 1435,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,OLED,60,No,54,34870000
Inspiron 7115,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,Yes,54,16910000
Vostro 3153,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,120,Yes,41,19050000
